project_code;stage_name;description;date_start;date_close;is_onhold;U_CoreServices
2101701;Conceptual Masterplanning;\N;7-1-2021;9-30-2021;\N;S010
2101701;Final Masterplanning;\N;9-30-2021;11-30-2021;\N;S010
21007;Project Initiation;\N;5-1-2021;5-1-2021;\N;S020
21007;Concept Design;\N;6-1-2021;7-31-2021;\N;S020
21007;Schematic Design;\N;9-1-2021;6-30-2023;Y;S020
21007;Design Development;\N;7-1-2023;12-31-2023;Y;S020
21007;Contract Documentation;\N;1-1-2024;5-30-2024;Y;S020
21007;Construction Administration;VALIDATE NUMBER OF MONTHS TO PM;4-1-2024;11-30-2025;Y;S020
1302903;Construction Administration;\N;6-1-2021;12-31-2021;\N;\N
21074;Project Initiation;Banyan GF, Podium T1-3 & BOH;7-19-2021;7-19-2021;N;S030
21074;Preliminary Design;Banyan T1 ID & EGD;1-17-2022;12-31-2023;Y;S030
21074;Detailed Design;Banyan T1 ID & EGD;1-1-2024;6-30-2024;Y;S030
21074;Construction Administration;Banyan T1 ID & EGD;7-1-2024;6-30-2028;Y;S030
21074;Preliminary Design;Banyan T2-3 ID & EGD;7-1-2022;3-31-2024;Y;S030
21074;Detailed Design;Banyan T2-3 ID & EGD;4-1-2024;9-30-2024;Y;S030
21074;Construction Administration;Banyan T2-3 ID & EGD;10-1-2024;9-30-2028;Y;S030
21074;Preliminary Design;GF & Amenities ID & EGD;1-17-2022;12-31-2023;Y;S030
21074;Detailed Design;GF & Amenities ID & EGD;1-1-2024;6-30-2024;Y;S030
21074;Construction Administration;GF & Amenities ID & EGD;7-1-2024;6-30-2028;Y;S030
21074;Preliminary Design;Podium ID & EGD;11-15-2022;12-31-2023;Y;S030
21074;Detailed Design;Podium ID & EGD;1-1-2024;6-30-2024;Y;S030
21074;Construction Administration;Podium ID & EGD;7-1-2024;6-30-2028;Y;S030
21074;Preliminary Design;BOH ID & EGD;7-1-2022;11-30-2022;N;S030
21074;Detailed Design;BOH ID & EGD;12-1-2022;12-31-2023;Y;S030
21074;Construction Administration;BOH ID & EGD;1-1-2024;12-31-2027;Y;S030
21100;Conceptual Masterplanning;\N;7-23-2021;8-23-2021;\N;\N
1506809;Construction Administration;\N;7-1-2021;12-31-2021;\N;S020
2017502;Project Initiation;\N;6-18-2021;6-18-2021;\N;\N
2017502;Preliminary Renderings;\N;6-21-2021;7-30-2021;\N;\N
2017502;Final Renderings;\N;8-2-2021;2-28-2022;\N;\N
13102J;Project Initiation;\N;12-15-2013;12-15-2013;\N;\N
13102J;Schematic Design;\N;9-1-2015;10-31-2015;\N;\N
13102J;Design Development;\N;11-1-2015;1-31-2016;\N;\N
13102J;Contract Documentation;\N;2-1-2016;4-30-2016;\N;\N
13102J;Construction Administration;\N;10-1-2017;3-31-2019;\N;\N
13102J;Project Initiation;Structural;12-15-2013;12-15-2013;\N;\N
13102J;Schematic Design;Structural;9-1-2015;10-31-2015;\N;\N
13102J;Design Development;Structural;11-1-2015;1-31-2016;\N;\N
13102J;Contract Documentation;Structural;2-1-2016;4-30-2016;\N;\N
13102J;Construction Administration;Structural;10-1-2017;3-31-2019;\N;\N
13102J;Project Initiation;Mechanical;12-15-2013;12-15-2013;\N;\N
13102J;Schematic Design;Mechanical;9-1-2015;10-31-2015;\N;\N
13102J;Design Development;Mechanical;11-1-2015;1-31-2016;\N;\N
13102J;Contract Documentation;Mechanical;2-1-2016;4-30-2016;\N;\N
13102J;Construction Administration;Mechanical;10-1-2017;3-31-2019;\N;\N
13102J;Project Initiation;Electrical;12-15-2013;12-15-2013;\N;\N
13102J;Schematic Design;Electrical;9-1-2015;10-31-2015;\N;\N
13102J;Design Development;Electrical;11-1-2015;1-31-2016;\N;\N
13102J;Contract Documentation;Electrical;2-1-2016;4-30-2016;\N;\N
13102J;Construction Administration;Electrical;10-1-2017;3-31-2019;\N;\N
13102J;Project Initiation;Sanitary & Fire Protection;12-15-2013;12-15-2013;\N;\N
13102J;Schematic Design;Sanitary & Fire Protection;9-1-2015;10-31-2015;\N;\N
13102J;Design Development;Sanitary & Fire Protection;11-1-2015;1-31-2016;\N;\N
13102J;Contract Documentation;Sanitary & Fire Protection;2-1-2016;4-30-2016;\N;\N
13102J;Construction Administration;Sanitary & Fire Protection;10-1-2017;3-31-2019;\N;\N
16039J01;Contract Documentation;\N;10-1-2021;3-31-2022;\N;S020
16039J02;Contract Documentation;\N;11-1-2021;1-31-2022;\N;S020
16039J03;Contract Documentation;\N;10-12-2021;4-29-2022;\N;S020
16039J04;Contract Documentation;AR & PG CD VO-04;11-1-2021;2-28-2022;\N;S020
16039J06;Contract Documentation;AR, ID, PG/SAN, EE, ME VO-06;10-1-2021;7-31-2022;\N;S020
16039J07;Contract Documentation;AR, PG/SAN, ME, EE VO-07;12-1-2021;5-31-2022;\N;S020
16039J09;Contract Documentation;CD VO-09 AR/ PG/ ME/ EE;11-1-2021;4-30-2022;\N;S020
16039J10;Contract Documentation;CD VO-10 AR, PG/SAN, ME, EE;11-1-2021;2-28-2022;\N;S020
16039J11;Contract Documentation;CD VO-11 for AR, PG/SAN, ME, EE;11-1-2021;2-28-2022;\N;S020
16039J12;Contract Documentation;\N;11-1-2021;2-28-2022;\N;S020
1507304;Construction Administration;\N;4-1-2021;5-31-2021;N;\N
2003901;Contract Documentation;\N;3-1-2021;12-31-2021;\N;S020
2003902;Contract Documentation;\N;3-1-2021;2-29-2024;N;S020
2003903;Contract Documentation;\N;3-1-2021;2-29-2024;N;S020
20095;Project Initiation;\N;11-28-2022;1-1-2022;\N;S020
20095;Concept Design;XXX;11-28-2022;11-28-2022;Y;S020
20095;Schematic Design;\N;12-1-2022;1-31-2023;N;S020
20095;Design Development;\N;2-1-2023;6-30-2024;N;S020
20095;Contract Documentation;\N;7-1-2024;8-31-2024;N;S020
20095;Construction Administration;Dates to be confirmed;9-1-2024;8-31-2027;N;S020
21078;Project Initiation;\N;7-12-2021;7-12-2021;N;\N
21078;Schematic Design;CN / SD;7-15-2021;11-8-2021;N;\N
21078;Design Development;Tower2 Podium & Basement;11-9-2021;9-30-2022;Y;\N
21078;Contract Documentation;Tower2 Podium & Basement;10-1-2022;3-31-2023;Y;\N
21078;Design Development;Tower3;1-31-2023;6-30-2023;Y;\N
21078;Contract Documentation;Tower3;7-31-2023;12-31-2023;Y;\N
21078;Construction Administration;\N;1-1-2024;12-31-2027;Y;\N
1410705;Construction Administration;\N;8-1-2021;10-31-2021;\N;S020
16039;Project Initiation;\N;1-11-2016;1-11-2016;\N;S020
16039;Schematic Design;\N;6-28-2016;9-1-2016;\N;S020
16039;Design Development;\N;1-8-2017;4-7-2017;\N;S020
16039;Project Initiation;ID -Mall;1-11-2016;1-11-2016;\N;S030
16039;Schematic Design;ID - Mall;6-28-2016;9-1-2016;\N;S030
16039;Design Development;ID - Mall;1-8-2017;4-7-2017;\N;S030
16039;Project Initiation;ID - Hotel;1-11-2016;1-11-2016;\N;S030
16039;Schematic Design;ID - Hotel;6-28-2016;9-1-2016;\N;S030
16039;Design Development;ID - Hotel;1-8-2017;4-7-2017;\N;S030
16039;Project Initiation;EGD - Mall;1-11-2016;1-11-2016;\N;S040
16039;Schematic Design;EGD - Mall;6-28-2016;9-1-2016;\N;S040
16039;Design Development;EGD - Mall;1-8-2017;4-7-2017;\N;S040
16039;Project Initiation;Structural;1-11-2016;1-11-2016;\N;S070
16039;Schematic Design;Structural;6-28-2016;9-1-2016;\N;S070
16039;Design Development;Structural;1-8-2017;4-7-2017;\N;S070
16039;Project Initiation;Mechanical;1-11-2016;1-11-2016;\N;S070
16039;Schematic Design;Mechanical;6-28-2016;9-1-2016;\N;S070
16039;Design Development;Mechanical;1-8-2017;4-7-2017;\N;S070
16039;Project Initiation;Electrical;1-11-2016;1-11-2016;\N;S070
16039;Schematic Design;Electrical;6-28-2016;9-1-2016;\N;S070
16039;Design Development;Electrical;1-8-2017;4-7-2017;\N;S070
16039;Project Initiation;Sanitary Plumbing Design;1-11-2016;1-11-2016;\N;S070
16039;Schematic Design;Sanitary Plumbing Design;6-28-2016;9-1-2016;\N;S070
16039;Design Development;Sanitary Plumbing Design;1-8-2017;4-7-2017;\N;S070
16039;Project Initiation;Fire Protection;1-11-2016;1-11-2016;\N;S070
16039;Schematic Design;Fire Protection;6-28-2016;9-1-2016;\N;S070
16039;Design Development;Fire Protection;1-8-2017;4-7-2017;\N;S070
16039;Project Initiation;Landscape;1-11-2016;1-11-2016;\N;S070
16039;Schematic Design;Fire Protection;6-28-2016;9-1-2016;\N;S070
16039;Design Development;Fire Protection;1-8-2017;4-7-2017;\N;S070
16039;Contract Documentation;\N;12-15-2017;4-14-2018;\N;S070
1819202;Construction Administration;additional area;6-1-2021;11-30-2021;\N;\N
20190;Project Initiation;\N;7-21-2021;7-21-2021;\N;S020
20190;Schematic Design;\N;8-1-2021;8-31-2021;\N;S020
20190;Contract Documentation;50% CD (AR/ID);9-1-2021;10-31-2021;\N;S020
20190;Contract Documentation;100% CD (AR/ID);11-1-2021;12-31-2021;\N;S020
20190;Construction Administration;\N;1-1-2022;8-31-2022;\N;S020
1716302;Construction Administration;\N;6-1-2020;1-31-2021;\N;\N
1716802;Construction Administration;ID;3-1-2020;10-31-2020;Y;S030
1825601;Construction Administration;AR;7-1-2020;10-31-2020;\N;S020
1923801;Construction Administration;ID;1-1-2021;7-31-2021;\N;S030
1908103;Construction Administration;\N;1-1-2022;3-31-2022;\N;\N
1816001;Contract Documentation;ID;4-1-2022;4-1-2022;\N;S030
1816001;Construction Administration;ID;4-1-2022;4-1-2022;\N;\N
21111;Project Initiation;\N;8-27-2021;8-27-2021;N;\N
21111;Contract Documentation;\N;8-30-2021;11-30-2021;N;\N
21111;Construction Administration;\N;1-1-2023;1-31-2024;N;\N
21124;Project Initiation;\N;9-16-2021;9-16-2021;\N;\N
21124;Concept Design;Bldg 1 Phase 1;9-16-2021;2-4-2022;\N;\N
21124;Project Initiation;\N;2-7-2022;2-7-2022;\N;\N
21124;Concept Design;Bldg 2-4 Phase 2;2-7-2022;4-30-2022;\N;\N
21096;Project Initiation;AR;9-16-2021;9-16-2021;N;S030
21096;Schematic Design;AR;9-16-2021;1-31-2022;N;S030
21096;Design Development;AR;2-1-2022;6-30-2022;N;S030
21096;Contract Documentation;AR;6-21-2022;9-30-2022;N;S030
21096;Construction Administration;AR;11-1-2023;6-30-2024;N;S030
2017503;Project Initiation;\N;9-2-2021;9-2-2021;\N;\N
2017503;Final Renderings;\N;9-2-2021;6-30-2022;\N;\N
1507527;Construction Administration;\N;2-1-2021;\N;\N;\N
1507701;Construction Administration;1st CS Extension;6-1-2021;5-31-2023;N;S020
1711503;Concept Design;\N;10-1-2021;11-30-2021;N;S020
1711503;Contract Documentation;\N;1-25-2022;2-28-2023;N;S020
21128;Project Initiation;\N;9-21-2021;9-21-2021;\N;S020
21128;Preliminary Design;\N;9-22-2021;1-31-2022;\N;S020
1506904;Construction Administration;CS Extension;1-1-2021;6-30-2022;\N;S020
21125;Project Initiation;\N;9-1-2021;9-1-2021;\N;S020
21125;Preliminary Design;\N;10-1-2021;10-31-2021;\N;S020
21125;Detailed Design;\N;11-1-2021;4-30-2022;\N;S020
21125;Construction Administration;\N;3-1-2022;12-31-2022;\N;S020
11068;Project Initiation;AR;6-1-2011;6-1-2011;\N;S020
11068;Schematic Design;AR;6-1-2011;7-31-2011;\N;S020
11068;Design Development;AR;8-1-2011;10-31-2011;\N;S020
11068;Contract Documentation;AR;11-1-2011;3-31-2012;\N;S020
11068;Construction Administration;AR;9-1-2013;8-31-2017;\N;S020
17068;Project Initiation;\N;5-1-2017;5-1-2017;\N;S020
17068;Preliminary Design;\N;5-1-2017;7-31-2017;\N;S020
17068;Detailed Design;\N;8-1-2017;12-15-2017;\N;S020
17068;Construction Administration;CANCELLED;2-1-2018;7-31-2019;N;S020
1800909;Construction Administration;\N;10-1-2021;12-31-2021;\N;S020
21140;Project Initiation;\N;10-12-2021;10-12-2021;N;\N
21140;Schematic Design;\N;10-12-2021;4-1-2022;N;\N
21140;Design Development;\N;2-21-2023;7-31-2024;N;\N
21140;Contract Documentation;\N;8-1-2024;12-31-2024;N;\N
21140;Construction Administration;\N;6-1-2025;5-31-2026;N;\N
21116;Schematic Design;ID;10-14-2021;8-31-2023;Y;\N
21060;Project Initiation;AR;7-26-2021;7-26-2021;N;S020
21060;Schematic Design;AR;8-1-2021;5-31-2022;N;S020
21060;Design Development;AR;10-1-2021;9-30-2022;N;S020
21060;Contract Documentation;AR;10-1-2022;4-15-2024;N;S020
21060;Construction Administration;AR;6-1-2024;5-31-2028;N;S020
1410706;Construction Administration;\N;11-1-2021;1-31-2022;\N;S020
21130;Project Initiation;\N;10-1-2021;10-1-2021;N;S010
21130;Conceptual Masterplanning;\N;10-1-2021;12-31-2024;Y;S010
21130;Final Masterplanning;Final Conceptual Masterplan;1-1-2025;2-28-2025;Y;S010
21029;Project Initiation;\N;10-28-2021;10-28-2021;N;S060
21029;BIM LOD 300 Architecture and Structural Modelling;Phase1;2-1-2022;6-30-2023;N;S060
21029;BIM LOD 300 MEPF Modelling;Phase1;6-1-2022;6-30-2023;N;S060
21029;Clash Detection and Resolution;ABORTED: Phase1-Initial;4-18-2023;6-30-2023;Y;S060
21029;2D Combined Services Drawings;ABORTED: Phase1;7-1-2024;8-31-2024;Y;S060
21029;4D Quantity Take off;ABORTED: Phase1;9-1-2024;10-31-2024;Y;S060
21029;BIM LOD 300 Architecture and Structural Modelling;Phase2 - Initial;2-1-2023;7-11-2023;N;S060
21029;BIM LOD 300 MEPF Modelling;ABORTED: Phase2;9-1-2024;1-31-2025;Y;S060
21029;Clash Detection and Resolution;ABORTED: Phase2;2-1-2025;6-30-2025;Y;S060
21029;2D Combined Services Drawings;ABORTED: Phase2;7-1-2025;9-30-2025;Y;S060
21029;4D Quantity Take off;ABORTED: Phase2;10-1-2025;11-30-2025;Y;S060
21029;Clash Detection and Resolution;ABORTED: Phase 1-Final;4-1-2024;6-30-2024;Y;S060
21029;BIM LOD 300 Architecture and Structural Modelling;ABORTED: Phase2 -Final;7-11-2024;8-31-2024;Y;S060
21130J;Project Initiation;\N;10-1-2021;10-1-2021;N;S010
21130J;Conceptual Masterplanning;\N;10-1-2021;12-31-2024;Y;S010
21130J;Final Masterplanning;Final Conceptual Masterplanning;1-1-2025;2-28-2025;Y;S010
21064;Construction Administration;Tax Declaration Document;7-1-2021;7-15-2021;\N;\N
21063;Construction Administration;Supplementary Services, Tax Declaration Docs;7-15-2021;7-31-2021;\N;\N
1608502;Construction Administration;ID CS Extension;9-1-2021;10-31-2022;\N;S020
1926102;Contract Documentation;\N;10-29-2021;12-15-2021;\N;S020
1609401;Construction Administration;1st CS Ext: Construction Services Extension 1;12-1-2018;12-31-2019;\N;\N
21153;Concept Design;\N;10-26-2021;10-26-2021;Y;\N
1818202;Detailed Design;\N;10-1-2021;5-31-2024;Y;S020
IP003;Others;\N;10-26-2021;12-31-2021;\N;\N
1411003;Construction Administration;1st CS Extension;6-1-2021;8-31-2021;\N;\N
21087;Project Initiation;\N;6-21-2021;6-21-2021;N;S020
21087;Concept Design;\N;6-21-2021;11-15-2021;N;S020
21087;Schematic Design;\N;11-15-2021;4-30-2022;N;S020
21087;Design Development;\N;4-1-2022;4-15-2024;N;S020
21087;Contract Documentation;\N;4-16-2024;12-31-2024;N;S020
21087;Construction Administration;40 months;1-1-2025;4-30-2028;N;S020
21087;Post Construction Phase;\N;5-1-2028;9-30-2028;N;S020
21087;Nothing Follows;XXX;6-21-2021;\N;Y;\N
1612412;Schematic Design;\N;11-1-2021;3-31-2022;N;S020
1612412;Design Development;Cancelled Scope;11-1-2021;11-1-2021;Y;S020
1612412;Contract Documentation;Cancelled Scope;11-1-2021;11-1-2021;Y;S020
1612412;Project Initiation;\N;11-1-2021;11-1-2021;N;S020
21093;Project Initiation;\N;11-1-2021;11-1-2021;N;S060
21093;BIM LOD 350;DD (LOD350 + QTO);5-1-2023;7-31-2023;Y;S060
21093;Clash Detection and Resolution;CD (BIM report & QTO);5-1-2023;7-31-2023;Y;S060
21093;2D Combined Services Drawings;FCD (Final BIM Report);5-1-2023;7-31-2023;Y;S060
21093;BIM LOD 350;SUBCON: DD (LOD350 + QTO);5-1-2023;7-31-2023;Y;S070
21093;Clash Detection and Resolution;SUBCON: CD (BIM report & QTO);5-1-2023;7-31-2023;Y;S070
21093;2D Combined Services Drawings;SUBCON: FCD (FINAL BIM REPORT);5-1-2023;7-31-2023;Y;S070
21093;Project Initiation;NOT USED;11-1-2021;11-1-2021;Y;\N
21093;Project Initiation;SUBCON;11-1-2021;11-1-2021;Y;\N
21094;Project Initiation;\N;11-1-2021;11-1-2021;\N;S060
21094;BIM LOD 350;DD (LOD350 + QTO);2-1-2023;8-31-2023;Y;S060
21094;Clash Detection and Resolution;CD (BIM REPORT & QTO);5-1-2023;9-30-2023;Y;S060
21094;2D Combined Services Drawings;FCD (FINAL BIM REPORT);5-1-2023;9-30-2023;Y;S060
21094;Project Initiation;SUBCON;11-1-2021;11-1-2021;\N;S070
21094;BIM LOD 350;SUBCON: DD (LOD350 + QTO);2-1-2023;8-31-2023;Y;S070
21094;Clash Detection and Resolution;SUBCON: CD (BIM REPORT & QTO);5-1-2023;9-30-2023;Y;S070
21094;2D Combined Services Drawings;SUBCON: FCD (FINAL BIM REPORT);5-1-2023;9-30-2023;Y;S070
1607309;Contract Documentation;\N;11-19-2021;12-10-2021;N;\N
21141;Project Initiation;Data Center 700KW;11-15-2021;11-15-2021;N;S020
21141;Schematic Design;Data Center 700KW;11-15-2021;9-30-2022;N;S020
21141;Design Development;Data Center 700KW;1-20-2022;9-30-2022;N;S020
21141;Detailed Design;Data Center 700KW;6-1-2022;9-30-2022;N;S020
21141;Tender;Data Center 700KW Tender Docs;7-1-2022;10-31-2022;N;S020
21141;Tender;Data Center 700KW Tender Evaluation;7-1-2022;11-30-2022;N;S020
21141;Contract Documentation;Data Center 700KW 2;6-1-2022;9-30-2022;Y;S020
21141;Construction Administration;Data Center 700KW 2;1-1-2023;3-30-2024;Y;S020
21141;Schematic Design;Data Center 700KW 2;4-1-2022;9-30-2022;N;S020
21141;Design Development;Data Center 700KW 2;5-1-2022;9-30-2022;N;S020
21141;Detailed Design;Data Center 700KW 2;7-1-2022;9-30-2022;N;S020
21141;Tender;Data Center 700KW Tender Docss 2;10-1-2022;10-31-2022;N;S020
21141;Schematic Design;Data Center Phase 1 & 2, Admin Block and MP;11-15-2021;9-30-2022;N;S020
21141;Schematic Design;Data Center Phase 1 & 2, Admin Block and MP 2;5-1-2022;9-30-2022;N;S020
21141;Design Development;Data Center Phase 1 & 2, Admin Block and MP;6-1-2022;9-30-2022;N;S020
21141;Detailed Design;Data Center Phase 1 & 2, Admin Block and MP;9-1-2022;9-30-2022;N;S020
21141;Tender;Data Center Phase 1 & 2, Admin Block and MP Tender Documentation;8-1-2022;10-31-2022;N;S020
21141;Tender;Data Center Phase 1 & 2, Admin Block and MP Tender Evaluation;11-1-2022;11-30-2022;Y;S020
21141;Contract Documentation;Data Center Phase 1 & 2, Admin Block and MP;12-1-2022;12-31-2022;Y;S020
21141;Construction Administration;Data Center Phase 1 & 2, Admin Block and MP;1-1-2023;3-31-2024;Y;S020
21141;Construction Administration;Practical completion and defects liability period;11-1-2023;3-31-2024;Y;S020
21141;BIM Attendance;BIM Manager services during construction stage;1-1-2023;3-31-2024;Y;S060
21141;Schematic Design;Facade;9-1-2022;12-1-2022;Y;S070
21141;Design Development;Facade;9-1-2022;12-1-2022;Y;S070
21141;Contract Documentation;Facade;10-1-2022;12-1-2022;Y;S070
21141;Tender;Facade;10-1-2022;12-31-2022;Y;S070
21141;Construction Administration;Facade;1-1-2023;3-31-2024;Y;S070
21141;Schematic Design;Traffic Impact Analysis - Upon Submission of Draft Report;10-1-2022;12-1-2022;Y;S070
21141;Schematic Design;Traffic Impact Analysis - Upon Submission of Final Report;12-1-2022;12-1-2022;Y;S070
16025Z;Project Initiation;\N;3-1-2017;3-1-2021;\N;\N
16025Z;Contract Documentation;\N;4-1-2017;4-30-2017;\N;\N
16025Z;Tender;\N;5-1-2017;5-31-2017;\N;\N
16025Z;Tender;\N;6-1-2017;6-30-2017;\N;\N
1602502;Contract Documentation;\N;9-1-2017;9-30-2017;\N;\N
1602502;Contract Documentation;\N;10-1-2017;10-31-2017;\N;\N
1602504;Construction Administration;\N;10-1-2017;10-31-2017;\N;\N
1602504;Construction Administration;\N;11-1-2017;11-30-2017;\N;\N
1602504;Construction Administration;\N;12-1-2017;12-31-2017;\N;\N
1602504;Construction Administration;\N;1-1-2018;1-31-2018;\N;\N
1805901;Construction Administration;1st CA/CS Extension;4-1-2021;7-31-2021;\N;\N
1908101;Contract Documentation;\N;1-6-2020;4-30-2020;\N;\N
1908102;Contract Documentation;\N;9-1-2020;11-6-2020;\N;\N
1305605;Contract Documentation;\N;8-1-2016;9-30-2016;\N;\N
1701405;Project Initiation;\N;1-1-2022;1-1-2022;\N;\N
1701405;Detailed Design;\N;1-1-2022;2-28-2022;\N;\N
1701405;Construction Administration;\N;3-1-2022;9-30-2022;\N;\N
21150;Final Renderings;\N;10-27-2021;11-18-2021;\N;S050
21168;Project Initiation;\N;11-15-2021;11-15-2021;\N;\N
21168;Conceptual Masterplanning;\N;11-15-2021;1-31-2022;\N;\N
21168;Final Masterplanning;\N;2-1-2022;3-31-2022;\N;\N
1701407;Construction Administration;\N;1-1-2022;6-30-2022;\N;\N
21127;Schematic Design;Main Building;11-1-2021;11-1-2021;Y;S020
21127;Schematic Design;Show Suites & Sales Galery;11-1-2021;11-1-2021;Y;S020
21127;Design Development;Main Building;11-1-2021;11-1-2021;Y;S020
21127;Design Development;Show Suites & Sales Galery;11-1-2021;11-1-2021;Y;S020
21127;Contract Documentation;Including Tendering for Main Building;11-1-2021;11-1-2021;Y;S020
21127;Contract Documentation;Including Tendring for Show Suites & Sales Galery;11-1-2021;11-1-2021;Y;S020
21127;Construction Administration;Main Building;11-1-2021;11-1-2021;Y;S020
21127;Construction Administration;Show Suites & Sales Galery;11-1-2021;11-1-2021;Y;S020
21127;Post Construction Phase;Retention for both Main Building & Sales Galery;11-1-2021;11-1-2021;Y;S020
21115;Conceptual Masterplanning;\N;1-1-2022;3-31-2022;\N;\N
21144;Project Initiation;70% DD By Haskel;1-1-2022;1-1-2022;\N;S020
21144;Design Development;90% DD;10-1-2022;11-30-2022;Y;S020
21144;Design Development;100% inc. Permit Submission;12-1-2022;12-31-2022;Y;S020
21144;Contract Documentation;Construction Docs 70%;11-1-2022;2-28-2023;Y;S020
21144;Contract Documentation;Construction Docs 100%;3-1-2023;6-30-2023;Y;S020
21144;Construction Administration;23 months;7-1-2023;5-31-2025;Y;S020
21147;Project Initiation;\N;10-25-2021;10-25-2021;\N;\N
21147;Preliminary Design;\N;10-25-2021;11-26-2021;\N;\N
21147;Detailed Design;\N;11-29-2021;3-14-2022;\N;\N
21147;Construction Administration;\N;3-1-2022;8-31-2022;\N;\N
21175;Test-Fit;MP;11-29-2021;2-28-2022;Y;\N
21088;Project Initiation;\N;9-1-2022;9-1-2022;Y;S020
21088;Design Development;\N;1-1-2025;2-28-2025;Y;S020
21088;Contract Documentation;\N;7-1-2025;11-30-2025;Y;S020
21088;Construction Administration;\N;12-1-2025;11-30-2029;Y;S020
21088;Project Initiation;\N;1-1-2025;1-1-2025;Y;S060
21088;BIM LOD 300 Architecture and Structural Modelling;\N;1-1-2025;6-30-2025;Y;S060
21088;BIM LOD 300 MEPF Modelling;\N;1-1-2025;6-30-2025;Y;S060
21088;Clash Detection and Resolution;\N;1-1-2025;6-30-2025;Y;S060
21088;2D Combined Services Drawings;\N;1-1-2025;6-30-2025;Y;S060
21171;Test-Fit;XX   Conceptual Masterplanning;11-22-2021;10-12-2022;Y;S010
21171;Project Initiation;\N;10-12-2022;10-12-2022;Y;S010
21171;Data Collection and Analysis;Preliminary Conceptual MP;10-12-2022;1-31-2023;Y;S010
21171;Visioning and Options Generation;Preliminary Conceptual MP;2-1-2023;5-31-2023;Y;S010
21171;Conceptual Masterplanning;Final Conceptual MP Phase 1;6-1-2023;10-31-2023;Y;S010
21171;Conceptual Masterplanning;Final Conceptual MP Phase 2;9-1-2023;12-31-2023;Y;S010
1601902;Construction Administration;22 months;3-1-2021;12-31-2022;\N;\N
21107;Project Initiation;\N;1-1-2022;1-1-2022;N;S020
21107;Schematic Design;Concept / SD;1-1-2022;3-31-2023;N;S020
21107;Design Development;\N;4-1-2023;7-31-2023;N;S020
21107;Contract Documentation;\N;8-1-2023;5-31-2024;N;S020
21107;Construction Administration;\N;6-1-2024;5-31-2030;N;S020
22004;Schematic Design;\N;1-17-2022;2-11-2022;Y;\N
22004;Contract Documentation;\N;2-14-2022;2-28-2022;Y;\N
22004;Construction Administration;\N;3-1-2022;4-30-2022;Y;\N
22009;Concept Design;\N;1-24-2022;1-24-2022;Y;\N
22009;Detailed Design;\N;1-24-2022;1-24-2022;Y;\N
22009;Construction Administration;\N;1-24-2022;1-24-2022;Y;\N
1506810;Construction Administration;\N;1-1-2022;7-31-2022;\N;S020
1506811;Construction Administration;\N;1-1-2022;7-31-2022;\N;S020
21135;Project Initiation;\N;1-10-2022;1-10-2022;N;S010
21135;Data Collection and Analysis;\N;1-10-2022;1-31-2022;N;S010
21135;Visioning and Options Generation;\N;2-1-2022;2-16-2022;N;S010
21135;Conceptual Masterplanning;WITH 5% DISCOUNT;2-17-2022;7-31-2023;N;S010
1612413;Construction Administration;\N;1-1-2022;7-31-2022;\N;\N
1800910;Construction Administration;\N;1-1-2022;2-28-2022;\N;S020
1612414;Design Development;Alteration Plans;2-15-2022;3-31-2022;N;\N
1507529;Construction Administration;\N;1-1-2022;3-31-2022;\N;\N
21012;Contract Documentation;Boardroom;2-3-2022;7-29-2022;\N;\N
21012;Contract Documentation;Innovation Hub;4-11-2022;5-15-2022;\N;\N
21012;Project Initiation;\N;2-3-2022;2-3-2022;\N;\N
21183;Schematic Design;AR + VO1;2-1-2022;1-31-2023;N;S020
21183;Design Development;AR +  VO1;10-15-2022;5-31-2024;N;S020
21183;Contract Documentation;AR + VO1;6-1-2024;2-28-2025;N;S020
21183;Construction Administration;AR + VO1;3-1-2025;2-28-2027;N;S020
21183;Project Initiation;AR + SUBCON;2-1-2022;2-1-2022;N;S020
21183;Project Initiation;N/A;2-1-2022;2-1-2022;Y;S070
21183;Schematic Design;SUBCON (WITH VO#1);2-1-2022;1-31-2023;N;S070
21183;Design Development;SUBCON (WITH VO#1);10-15-2022;5-31-2024;N;S070
21183;Contract Documentation;SUBCON (WITH VO#1);6-1-2024;2-28-2025;N;S070
21183;Construction Administration;SUBCON (WITH VO#1);3-1-2025;2-28-2027;N;S070
21183;Schematic Design;N/A: DO NOT USE (WITH ATC);2-1-2022;2-1-2022;Y;\N
21183;Design Development;N/A: DO NOT USE (WITH ATC);2-1-2022;2-1-2022;Y;\N
21183;Project Initiation;WELL;2-1-2022;2-1-2022;N;S080
21183;Schematic Design;WELL;2-1-2022;1-31-2023;N;S080
21183;Design Development;WELL;10-15-2022;5-31-2024;N;S080
21183;Contract Documentation;WELL;6-1-2024;2-28-2025;N;S080
21183;Construction Administration;WELL;3-1-2025;2-28-2027;N;S080
22005;Concept Design;\N;3-1-2022;3-31-2022;Y;\N
1819201;Construction Administration;\N;8-1-2021;12-31-2021;\N;S030
2017405;Construction Administration;6 mo. Support for Signage;12-1-2021;5-31-2022;\N;S020
2017405;Construction Administration;6 mo. Site Architect;12-1-2021;5-31-2022;\N;S020
1607310;Miscellaneous;AR Plans, Enlarged Unit, CTS, Colored Mrktg Plans;2-22-2022;8-31-2022;N;S020
